TransactionID,date,time,CustomerID,AccountType,TransactionType,amount,merchant,country,Counterparty,Channel,timestamp,transaction_id,risk_score,risk_level,risk_flags,risk_details,flagged_for_review,austrac_reporting_required
T00278,2025-09-26,08:22:58,C7920,Business,Online Payment,19543.34,Aldi Australia,Singapore,Person_1491,Mobile App,2025-09-26 08:22:58,TX_000202,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00393,2025-03-18,04:59:23,C4021,Savings,Online Payment,21864.22,Apple Store,United Kingdom,Person_8882,Third Party,2025-03-18 04:59:23,TX_000203,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00619,2025-05-25,21:39:02,C7474,Savings,Online Payment,13265.06,Woolworths,Singapore,Company_1534,Online,2025-05-25 21:39:02,TX_000204,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00997,2025-05-08,23:54:44,C6346,Business,Cash Deposit,13363.38,Optus,United States,Person_8845,Branch,2025-05-08 23:54:44,TX_000205,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: United States']",False,False
T00158,2025-02-17,22:12:44,C7768,Checking,ATM Withdrawal,656.68,Telstra,United Kingdom,Entity_1421,ATM,2025-02-17 22:12:44,TX_000206,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 22:00 (Late evening hours)', 'International transaction: United Kingdom']",False,False
T00359,2025-08-10,16:43:08,C3342,Savings,Online Payment,16808.93,Afterpay,United Kingdom,Company_2409,Branch,2025-08-10 16:43:08,TX_000207,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00356,2025-09-25,10:05:46,C3617,Investment,ATM Withdrawal,5165.88,Commonwealth Bank,Hong Kong,Person_3411,ATM,2025-09-25 10:05:46,TX_000208,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00149,2025-08-10,10:08:11,C5975,Investment,Cash Deposit,15926.5,Myer,United Kingdom,Person_1757,Branch,2025-08-10 10:08:11,TX_000209,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00470,2025-02-25,18:16:58,C5054,Business,Cash Deposit,14911.19,David Jones,Singapore,Person_5852,Mobile App,2025-02-25 18:16:58,TX_000210,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00627,2025-10-12,18:06:28,C4265,Investment,Wire Transfer,6305.73,Target,Singapore,Person_8743,ATM,2025-10-12 18:06:28,TX_000211,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00035,2025-05-15,14:29:41,C3294,Savings,Wire Transfer,11271.37,Commonwealth Bank,UAE,Company_4545,ATM,2025-05-15 14:29:41,TX_000212,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00766,2025-05-21,05:31:04,C2345,Checking,ATM Withdrawal,21802.5,Uber,United Kingdom,Company_6367,Third Party,2025-05-21 05:31:04,TX_000213,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00013,2025-01-21,03:16:22,C8963,Checking,Wire Transfer,10827.03,Bunnings,China,Person_6061,ATM,2025-01-21 03:16:22,TX_000214,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 03:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00402,2025-02-28,17:41:02,C2300,Checking,ATM Withdrawal,12610.26,Domain,United Kingdom,Entity_2665,Branch,2025-02-28 17:41:02,TX_000215,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00143,2025-05-27,20:03:05,C6425,Savings,Crypto Purchase,500.98,Optus,Australia,Company_2480,ATM,2025-05-27 20:03:05,TX_000216,0.0,LOW,[],[],False,False
T00872,2025-04-15,18:17:28,C4535,Business,Cash Deposit,18134.42,Microsoft Store,China,Entity_8305,Online,2025-04-15 18:17:28,TX_000217,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00259,2025-03-07,05:51:51,C8027,Business,Cash Deposit,3235.86,BP Australia,United States,Person_8759,Third Party,2025-03-07 05:51:51,TX_000218,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00236,2025-01-03,08:39:45,C4731,Investment,Cash Deposit,14665.1,PayPal,Hong Kong,Company_8078,Branch,2025-01-03 08:39:45,TX_000219,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00524,2025-02-22,04:25:56,C9628,Investment,Crypto Purchase,2564.83,Coles Express,Hong Kong,Company_3245,Online,2025-02-22 04:25:56,TX_000220,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong']",False,False
T00652,2025-06-10,04:17:25,C5649,Business,Cash Deposit,10898.94,Amazon,Singapore,Company_1066,Online,2025-06-10 04:17:25,TX_000221,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore']",False,False
T00719,2025-05-21,03:31:43,C6045,Business,Crypto Purchase,18596.65,Officeworks,Australia,Person_5087,Third Party,2025-05-21 03:31:43,TX_000222,25.0,MEDIUM,['LATE_NIGHT_TRANSACTION'],['Transaction at 03:00 (High-risk hours: 12am-5am)'],False,False
T00276,2025-07-03,16:47:41,C7558,Business,Crypto Purchase,9153.6,Coles_Express_LLC,UAE,Person_4943,Branch,2025-07-03 16:47:41,TX_000223,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: UAE', 'Amount $9,153.60 is 8.5% below AUSTRAC threshold ($10,000)']",True,False
T00861,2025-02-18,09:27:52,C9955,Investment,Online Payment,15434.28,NAB,United States,Person_1464,Mobile App,2025-02-18 09:27:52,TX_000224,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00091,2025-05-04,05:16:11,C2150,Savings,ATM Withdrawal,9547.3,Amaz0n Marketplace,Hong Kong,Person_2426,ATM,2025-05-04 05:16:11,TX_000225,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,547.30 is 4.5% below AUSTRAC threshold ($10,000)']",True,False
T00031,2025-05-04,07:37:00,C4530,Checking,Online Payment,18896.27,ZipPay,Singapore,Entity_1493,ATM,2025-05-04 07:37:00,TX_000226,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00960,2025-07-24,17:14:04,C1813,Investment,Cash Deposit,15465.29,Microsoft Store,China,Person_8553,Online,2025-07-24 17:14:04,TX_000227,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00623,2025-03-14,11:07:45,C9075,Checking,Wire Transfer,18019.05,Afterpay,Australia,Entity_7706,ATM,2025-03-14 11:07:45,TX_000228,0.0,LOW,[],[],False,False
T00543,2025-03-20,00:09:41,C2856,Checking,ATM Withdrawal,165.57,ALDI,Australia,Person_6512,Online,2025-03-20 00:09:41,TX_000229,25.0,MEDIUM,['LATE_NIGHT_TRANSACTION'],['Transaction at 00:00 (High-risk hours: 12am-5am)'],False,False
T00355,2025-06-12,10:30:43,C7951,Investment,Crypto Purchase,6221.34,ZipPay,United States,Entity_2524,Online,2025-06-12 10:30:43,TX_000230,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00027,2025-01-09,03:58:04,C4219,Savings,Wire Transfer,17097.42,Woolworths,Singapore,Person_7676,Third Party,2025-01-09 03:58:04,TX_000231,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 03:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore']",False,False
T00967,2025-09-19,06:39:19,C4499,Business,Cash Deposit,14450.77,ZipPay,United Kingdom,Company_4104,Mobile App,2025-09-19 06:39:19,TX_000232,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00995,2025-10-01,08:07:09,C3788,Checking,ATM Withdrawal,9535.88,Optus,United States,Company_4439,Third Party,2025-10-01 08:07:09,TX_000233,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: United States', 'Amount $9,535.88 is 4.6% below AUSTRAC threshold ($10,000)']",True,False
T00125,2025-09-25,08:12:53,C3209,Savings,Wire Transfer,13902.26,PayPal,United Kingdom,Company_7764,Online,2025-09-25 08:12:53,TX_000234,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00347,2025-08-27,10:29:51,C9607,Business,Crypto Purchase,11743.89,Target,Singapore,Company_6681,Mobile App,2025-08-27 10:29:51,TX_000235,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00225,2025-09-04,07:25:26,C3530,Savings,Online Payment,20182.48,Amazon,United Kingdom,Company_8831,Third Party,2025-09-04 07:25:26,TX_000236,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00075,2025-01-04,12:16:26,C9475,Checking,ATM Withdrawal,22017.67,IAG Insurance,UAE,Person_7768,Third Party,2025-01-04 12:16:26,TX_000237,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00298,2025-06-18,15:35:04,C8456,Business,Online Payment,9480.79,ALDI,UAE,Person_3071,Branch,2025-06-18 15:35:04,TX_000238,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: UAE', 'Amount $9,480.79 is 5.2% below AUSTRAC threshold ($10,000)']",True,False
T00286,2025-06-06,20:34:16,C3645,Savings,Online Payment,21678.37,IKEA,Hong Kong,Company_5213,ATM,2025-06-06 20:34:16,TX_000239,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00541,2025-02-08,02:26:08,C1541,Investment,Wire Transfer,1416.3,Coles,China,Entity_9945,Branch,2025-02-08 02:26:08,TX_000240,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00688,2025-05-21,12:28:29,C5029,Investment,ATM Withdrawal,19778.54,JB Hi-Fi,UAE,Entity_1438,Mobile App,2025-05-21 12:28:29,TX_000241,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00077,2025-02-11,07:21:35,C9693,Investment,Wire Transfer,2682.08,Coles,Singapore,Company_8231,Online,2025-02-11 07:21:35,TX_000242,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00297,2025-02-01,17:00:46,C4828,Checking,Online Payment,9798.51,Global Gold Traders,Hong Kong,Person_1057,ATM,2025-02-01 17:00:46,TX_000243,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,798.51 is 2.0% below AUSTRAC threshold ($10,000)']",True,False
T00388,2025-03-02,05:06:09,C5552,Business,Online Payment,3265.55,Coles Express,United States,Entity_4165,ATM,2025-03-02 05:06:09,TX_000244,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00157,2025-03-17,12:12:41,C3615,Checking,Cash Deposit,12504.87,PayPal,United States,Person_5357,Mobile App,2025-03-17 12:12:41,TX_000245,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00773,2025-08-09,02:09:19,C1079,Savings,Cash Deposit,4868.66,Coles,United Kingdom,Company_1005,Branch,2025-08-09 02:09:19,TX_000246,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00578,2025-04-28,22:03:37,C6375,Business,Cash Deposit,24474.34,Target,Hong Kong,Company_2977,Branch,2025-04-28 22:03:37,TX_000247,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 22:00 (Late evening hours)', 'International transaction: Hong Kong']",False,False
T00887,2025-08-20,15:37:15,C5932,Investment,Cash Deposit,4396.12,Seek,United States,Company_1945,Mobile App,2025-08-20 15:37:15,TX_000248,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00056,2025-03-31,17:20:28,C4844,Investment,Online Payment,1635.78,IKEA,UAE,Entity_2399,Mobile App,2025-03-31 17:20:28,TX_000249,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00217,2025-10-05,17:34:09,C5366,Investment,Crypto Purchase,1240.52,Commonwealth Bank,Hong Kong,Company_1797,Branch,2025-10-05 17:34:09,TX_000250,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00873,2025-02-19,01:40:14,C4825,Business,Wire Transfer,9322.35,UAE Trade Co,Hong Kong,Person_1237,Third Party,2025-02-19 01:40:14,TX_000251,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong', 'Amount $9,322.35 is 6.8% below AUSTRAC threshold ($10,000)']",True,True
T00919,2025-04-01,04:15:59,C2989,Checking,Crypto Purchase,5905.12,Target,China,Entity_4606,ATM,2025-04-01 04:15:59,TX_000252,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00513,2025-06-19,16:37:12,C9170,Checking,Cash Deposit,9658.21,Global Gold Traders,Hong Kong,Entity_2427,ATM,2025-06-19 16:37:12,TX_000253,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,658.21 is 3.4% below AUSTRAC threshold ($10,000)']",True,False
T00633,2025-06-25,09:34:24,C9651,Investment,ATM Withdrawal,23967.75,Kmart,Singapore,Person_8960,ATM,2025-06-25 09:34:24,TX_000254,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00397,2025-07-21,04:27:27,C7642,Checking,Cash Deposit,8659.81,Qantas,United Kingdom,Company_4401,Branch,2025-07-21 04:27:27,TX_000255,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom', 'Amount $8,659.81 is 13.4% below AUSTRAC threshold ($10,000)']",True,True
T00944,2025-07-09,09:33:43,C6652,Business,Crypto Purchase,23797.7,Harvey Norman,UAE,Person_3526,Online,2025-07-09 09:33:43,TX_000256,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00005,2025-04-10,13:08:14,C2581,Checking,ATM Withdrawal,1499.19,ANZ,Hong Kong,Company_9699,Mobile App,2025-04-10 13:08:14,TX_000257,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00792,2025-02-02,12:01:15,C6364,Savings,ATM Withdrawal,24223.5,Telstra,United Kingdom,Entity_8094,Branch,2025-02-02 12:01:15,TX_000258,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00163,2025-04-18,00:44:14,C7500,Checking,ATM Withdrawal,23829.14,Domain,United Kingdom,Person_6568,Mobile App,2025-04-18 00:44:14,TX_000259,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00723,2025-05-01,05:16:33,C8911,Investment,Crypto Purchase,3052.45,Telstra,UAE,Entity_1394,Branch,2025-05-01 05:16:33,TX_000260,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00070,2025-02-11,18:30:27,C6608,Business,Wire Transfer,22693.78,Bunnings,United States,Person_5300,Branch,2025-02-11 18:30:27,TX_000261,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00373,2025-01-06,10:51:25,C5197,Savings,Crypto Purchase,8797.16,eBay,Australia,Company_4721,ATM,2025-01-06 10:51:25,TX_000262,30.0,MEDIUM,['POTENTIAL_STRUCTURING'],"['Amount $8,797.16 is 12.0% below AUSTRAC threshold ($10,000)']",False,False
T00935,2025-05-02,14:10:01,C6595,Business,Wire Transfer,3118.12,Commonwealth Bank,United Kingdom,Entity_8695,Online,2025-05-02 14:10:01,TX_000263,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00917,2025-01-02,18:24:31,C7586,Checking,Online Payment,14987.91,ANZ,Hong Kong,Company_7666,Third Party,2025-01-02 18:24:31,TX_000264,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00257,2025-02-01,08:13:59,C6973,Investment,ATM Withdrawal,14234.58,Kmart,Hong Kong,Company_3106,Branch,2025-02-01 08:13:59,TX_000265,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00709,2025-08-08,20:47:18,C1218,Business,Wire Transfer,6967.78,Microsoft Store,UAE,Person_6258,ATM,2025-08-08 20:47:18,TX_000266,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00602,2025-10-05,06:33:57,C4465,Investment,Cash Deposit,6738.19,ZipPay,China,Person_1202,Branch,2025-10-05 06:33:57,TX_000267,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00291,2025-05-16,05:39:24,C9561,Investment,Cash Deposit,2166.7,Bunnings,Hong Kong,Entity_6194,Mobile App,2025-05-16 05:39:24,TX_000268,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00456,2025-07-13,14:43:07,C6561,Investment,Online Payment,24201.45,IAG Insurance,Hong Kong,Person_4764,Mobile App,2025-07-13 14:43:07,TX_000269,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00074,2025-04-14,00:11:20,C5670,Investment,ATM Withdrawal,7279.3,Domain,China,Person_8253,Mobile App,2025-04-14 00:11:20,TX_000270,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00302,2025-09-05,06:32:05,C2072,Business,Wire Transfer,10159.79,Seek,United States,Person_1777,Mobile App,2025-09-05 06:32:05,TX_000271,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00110,2025-05-14,18:49:00,C4581,Checking,ATM Withdrawal,19968.71,ANZ,Singapore,Company_6197,Branch,2025-05-14 18:49:00,TX_000272,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00768,2025-05-25,17:37:00,C7416,Investment,ATM Withdrawal,3265.3,Aldi Australia,United Kingdom,Person_3649,ATM,2025-05-25 17:37:00,TX_000273,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00725,2025-06-03,23:39:50,C3268,Savings,Cash Deposit,966.46,Google Play,Singapore,Person_8737,Third Party,2025-06-03 23:39:50,TX_000274,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: Singapore']",False,False
T00545,2025-07-03,08:10:58,C4201,Investment,ATM Withdrawal,13458.02,Google Play,United States,Person_3403,Online,2025-07-03 08:10:58,TX_000275,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00906,2025-02-28,17:51:20,C2831,Savings,Online Payment,24286.31,Myer,Hong Kong,Entity_9216,Online,2025-02-28 17:51:20,TX_000276,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00910,2025-08-22,11:13:36,C2174,Checking,ATM Withdrawal,11160.37,Amazon,China,Entity_2596,Branch,2025-08-22 11:13:36,TX_000277,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00637,2025-01-29,23:46:55,C6801,Business,ATM Withdrawal,10957.98,Harvey Norman,UAE,Entity_2756,Branch,2025-01-29 23:46:55,TX_000278,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: UAE']",False,False
T00885,2025-03-23,11:23:19,C1317,Business,Crypto Purchase,1851.35,PayPal,UAE,Person_4739,Mobile App,2025-03-23 11:23:19,TX_000279,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00698,2025-04-17,07:53:20,C1116,Business,ATM Withdrawal,19191.35,Uber,Hong Kong,Entity_6500,Third Party,2025-04-17 07:53:20,TX_000280,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00598,2025-01-07,07:36:26,C9007,Business,Cash Deposit,22322.16,Seek,United States,Company_5154,ATM,2025-01-07 07:36:26,TX_000281,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00775,2025-01-16,18:32:25,C2466,Checking,Crypto Purchase,14018.12,eBay,UAE,Person_5516,Mobile App,2025-01-16 18:32:25,TX_000282,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00847,2025-04-13,00:33:32,C9073,Investment,Online Payment,5298.22,Microsoft Store,Australia,Person_9615,Branch,2025-04-13 00:33:32,TX_000283,25.0,MEDIUM,['LATE_NIGHT_TRANSACTION'],['Transaction at 00:00 (High-risk hours: 12am-5am)'],False,False
T00947,2025-04-25,16:14:42,C1551,Business,ATM Withdrawal,13067.16,Microsoft Store,United Kingdom,Person_6180,Third Party,2025-04-25 16:14:42,TX_000284,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00178,2025-03-21,01:59:14,C3459,Checking,Online Payment,9019.3,Amazon,United States,Entity_6653,Online,2025-03-21 01:59:14,TX_000285,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: United States', 'Amount $9,019.30 is 9.8% below AUSTRAC threshold ($10,000)']",True,True
T00002,2025-02-06,11:04:05,C4312,Savings,Online Payment,4626.7,IAG Insurance,Australia,Entity_8290,Mobile App,2025-02-06 11:04:05,TX_000286,0.0,LOW,[],[],False,False
T00722,2025-08-03,20:40:15,C2668,Investment,Online Payment,15213.03,Woolworths,UAE,Person_1544,Mobile App,2025-08-03 20:40:15,TX_000287,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00858,2025-05-27,19:18:23,C3507,Business,Wire Transfer,2658.97,Apple Store,China,Entity_4098,ATM,2025-05-27 19:18:23,TX_000288,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00328,2025-02-24,19:58:27,C2010,Investment,ATM Withdrawal,14612.22,Westpac,Australia,Company_3281,ATM,2025-02-24 19:58:27,TX_000289,0.0,LOW,[],[],False,False
T00613,2025-02-28,20:40:28,C2198,Business,Wire Transfer,10093.62,Westpac,United States,Company_9718,Mobile App,2025-02-28 20:40:28,TX_000290,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00371,2025-04-30,14:22:18,C4806,Savings,ATM Withdrawal,5363.46,Telstra,China,Entity_8673,ATM,2025-04-30 14:22:18,TX_000291,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00222,2025-01-11,20:03:27,C5289,Investment,Crypto Purchase,21393.74,Bunnings,UAE,Person_4651,Third Party,2025-01-11 20:03:27,TX_000292,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00492,2025-08-04,23:34:04,C1520,Checking,Wire Transfer,5843.71,BP Australia,Singapore,Company_7596,ATM,2025-08-04 23:34:04,TX_000293,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: Singapore']",False,False
T00642,2025-10-07,02:52:17,C1353,Savings,Wire Transfer,18327.67,Uber,United Kingdom,Person_8583,ATM,2025-10-07 02:52:17,TX_000294,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00429,2025-03-18,11:23:45,C5703,Investment,Crypto Purchase,12486.13,Microsoft Store,Singapore,Entity_2122,Branch,2025-03-18 11:23:45,TX_000295,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00806,2025-07-11,22:51:15,C2322,Business,ATM Withdrawal,16380.05,Caltex,Singapore,Company_8217,Mobile App,2025-07-11 22:51:15,TX_000296,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 22:00 (Late evening hours)', 'International transaction: Singapore']",False,False
T00499,2025-07-12,17:27:38,C6735,Investment,Wire Transfer,19860.93,Google Play,Singapore,Entity_4526,Mobile App,2025-07-12 17:27:38,TX_000297,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00008,2025-10-12,05:02:45,C6472,Business,ATM Withdrawal,1457.47,Domain,UAE,Person_5360,ATM,2025-10-12 05:02:45,TX_000298,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00016,2025-08-20,19:58:39,C8217,Checking,Online Payment,9190.73,JB Hi-Fi,Australia,Company_4696,Branch,2025-08-20 19:58:39,TX_000299,30.0,MEDIUM,['POTENTIAL_STRUCTURING'],"['Amount $9,190.73 is 8.1% below AUSTRAC threshold ($10,000)']",False,False
T00866,2025-10-10,02:25:21,C7979,Business,ATM Withdrawal,20379.89,IKEA,UAE,Person_3743,Online,2025-10-10 02:25:21,TX_000300,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: UAE']",False,False
T00267,2025-03-16,05:51:08,C1365,Business,Wire Transfer,9770.97,David Jones,United States,Person_2764,Online,2025-03-16 05:51:08,TX_000301,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: United States', 'Amount $9,770.97 is 2.3% below AUSTRAC threshold ($10,000)']",True,False
