TransactionID,Date,Time,CustomerID,AccountType,TransactionType,Amount,Merchant,Country,Counterparty,Channel
T00347,2025-08-27,10:29:51,C9607,Business,Crypto Purchase,11743.89,Target,Singapore,Company_6681,Mobile App
T00225,2025-09-04,07:25:26,C3530,Savings,Online Payment,20182.48,Amazon,United Kingdom,Company_8831,Third Party
T00075,2025-01-04,12:16:26,C9475,Checking,ATM Withdrawal,22017.67,IAG Insurance,UAE,Person_7768,Third Party
T00298,2025-06-18,15:35:04,C8456,Business,Online Payment,9480.79,ALDI,UAE,Person_3071,Branch
T00286,2025-06-06,20:34:16,C3645,Savings,Online Payment,21678.37,IKEA,Hong Kong,Company_5213,ATM
T00541,2025-02-08,02:26:08,C1541,Investment,Wire Transfer,1416.3,Coles,China,Entity_9945,Branch
T00688,2025-05-21,12:28:29,C5029,Investment,ATM Withdrawal,19778.54,JB Hi-Fi,UAE,Entity_1438,Mobile App
T00077,2025-02-11,07:21:35,C9693,Investment,Wire Transfer,2682.08,Coles,Singapore,Company_8231,Online
T00297,2025-02-01,17:00:46,C4828,Checking,Online Payment,9798.51,Global Gold Traders,Hong Kong,Person_1057,ATM
T00388,2025-03-02,05:06:09,C5552,Business,Online Payment,3265.55,Coles Express,United States,Entity_4165,ATM
T00157,2025-03-17,12:12:41,C3615,Checking,Cash Deposit,12504.87,PayPal,United States,Person_5357,Mobile App
T00773,2025-08-09,02:09:19,C1079,Savings,Cash Deposit,4868.66,Coles,United Kingdom,Company_1005,Branch
T00578,2025-04-28,22:03:37,C6375,Business,Cash Deposit,24474.34,Target,Hong Kong,Company_2977,Branch
T00887,2025-08-20,15:37:15,C5932,Investment,Cash Deposit,4396.12,Seek,United States,Company_1945,Mobile App
T00056,2025-03-31,17:20:28,C4844,Investment,Online Payment,1635.78,IKEA,UAE,Entity_2399,Mobile App
T00217,2025-10-05,17:34:09,C5366,Investment,Crypto Purchase,1240.52,Commonwealth Bank,Hong Kong,Company_1797,Branch
T00873,2025-02-19,01:40:14,C4825,Business,Wire Transfer,9322.35,UAE Trade Co,Hong Kong,Person_1237,Third Party
T00919,2025-04-01,04:15:59,C2989,Checking,Crypto Purchase,5905.12,Target,China,Entity_4606,ATM
T00513,2025-06-19,16:37:12,C9170,Checking,Cash Deposit,9658.21,Global Gold Traders,Hong Kong,Entity_2427,ATM
T00633,2025-06-25,09:34:24,C9651,Investment,ATM Withdrawal,23967.75,Kmart,Singapore,Person_8960,ATM
T00397,2025-07-21,04:27:27,C7642,Checking,Cash Deposit,8659.81,Qantas,United Kingdom,Company_4401,Branch
T00944,2025-07-09,09:33:43,C6652,Business,Crypto Purchase,23797.7,Harvey Norman,UAE,Person_3526,Online
T00005,2025-04-10,13:08:14,C2581,Checking,ATM Withdrawal,1499.19,ANZ,Hong Kong,Company_9699,Mobile App
T00792,2025-02-02,12:01:15,C6364,Savings,ATM Withdrawal,24223.5,Telstra,United Kingdom,Entity_8094,Branch
T00163,2025-04-18,00:44:14,C7500,Checking,ATM Withdrawal,23829.14,Domain,United Kingdom,Person_6568,Mobile App
T00723,2025-05-01,05:16:33,C8911,Investment,Crypto Purchase,3052.45,Telstra,UAE,Entity_1394,Branch
T00070,2025-02-11,18:30:27,C6608,Business,Wire Transfer,22693.78,Bunnings,United States,Person_5300,Branch
T00373,2025-01-06,10:51:25,C5197,Savings,Crypto Purchase,8797.16,eBay,Australia,Company_4721,ATM
T00935,2025-05-02,14:10:01,C6595,Business,Wire Transfer,3118.12,Commonwealth Bank,United Kingdom,Entity_8695,Online
T00917,2025-01-02,18:24:31,C7586,Checking,Online Payment,14987.91,ANZ,Hong Kong,Company_7666,Third Party
T00257,2025-02-01,08:13:59,C6973,Investment,ATM Withdrawal,14234.58,Kmart,Hong Kong,Company_3106,Branch
T00709,2025-08-08,20:47:18,C1218,Business,Wire Transfer,6967.78,Microsoft Store,UAE,Person_6258,ATM
T00602,2025-10-05,06:33:57,C4465,Investment,Cash Deposit,6738.19,ZipPay,China,Person_1202,Branch
T00291,2025-05-16,05:39:24,C9561,Investment,Cash Deposit,2166.7,Bunnings,Hong Kong,Entity_6194,Mobile App
T00456,2025-07-13,14:43:07,C6561,Investment,Online Payment,24201.45,IAG Insurance,Hong Kong,Person_4764,Mobile App
T00074,2025-04-14,00:11:20,C5670,Investment,ATM Withdrawal,7279.3,Domain,China,Person_8253,Mobile App
T00302,2025-09-05,06:32:05,C2072,Business,Wire Transfer,10159.79,Seek,United States,Person_1777,Mobile App
T00110,2025-05-14,18:49:00,C4581,Checking,ATM Withdrawal,19968.71,ANZ,Singapore,Company_6197,Branch
T00768,2025-05-25,17:37:00,C7416,Investment,ATM Withdrawal,3265.3,Aldi Australia,United Kingdom,Person_3649,ATM
T00725,2025-06-03,23:39:50,C3268,Savings,Cash Deposit,966.46,Google Play,Singapore,Person_8737,Third Party
T00545,2025-07-03,08:10:58,C4201,Investment,ATM Withdrawal,13458.02,Google Play,United States,Person_3403,Online
T00906,2025-02-28,17:51:20,C2831,Savings,Online Payment,24286.31,Myer,Hong Kong,Entity_9216,Online
T00910,2025-08-22,11:13:36,C2174,Checking,ATM Withdrawal,11160.37,Amazon,China,Entity_2596,Branch
T00637,2025-01-29,23:46:55,C6801,Business,ATM Withdrawal,10957.98,Harvey Norman,UAE,Entity_2756,Branch
T00885,2025-03-23,11:23:19,C1317,Business,Crypto Purchase,1851.35,PayPal,UAE,Person_4739,Mobile App
T00698,2025-04-17,07:53:20,C1116,Business,ATM Withdrawal,19191.35,Uber,Hong Kong,Entity_6500,Third Party
T00598,2025-01-07,07:36:26,C9007,Business,Cash Deposit,22322.16,Seek,United States,Company_5154,ATM
T00775,2025-01-16,18:32:25,C2466,Checking,Crypto Purchase,14018.12,eBay,UAE,Person_5516,Mobile App
T00847,2025-04-13,00:33:32,C9073,Investment,Online Payment,5298.22,Microsoft Store,Australia,Person_9615,Branch
T00947,2025-04-25,16:14:42,C1551,Business,ATM Withdrawal,13067.16,Microsoft Store,United Kingdom,Person_6180,Third Party
T00178,2025-03-21,01:59:14,C3459,Checking,Online Payment,9019.3,Amazon,United States,Entity_6653,Online
T00002,2025-02-06,11:04:05,C4312,Savings,Online Payment,4626.7,IAG Insurance,Australia,Entity_8290,Mobile App
T00722,2025-08-03,20:40:15,C2668,Investment,Online Payment,15213.03,Woolworths,UAE,Person_1544,Mobile App
T00858,2025-05-27,19:18:23,C3507,Business,Wire Transfer,2658.97,Apple Store,China,Entity_4098,ATM
T00328,2025-02-24,19:58:27,C2010,Investment,ATM Withdrawal,14612.22,Westpac,Australia,Company_3281,ATM
T00613,2025-02-28,20:40:28,C2198,Business,Wire Transfer,10093.62,Westpac,United States,Company_9718,Mobile App
T00371,2025-04-30,14:22:18,C4806,Savings,ATM Withdrawal,5363.46,Telstra,China,Entity_8673,ATM
T00222,2025-01-11,20:03:27,C5289,Investment,Crypto Purchase,21393.74,Bunnings,UAE,Person_4651,Third Party
T00492,2025-08-04,23:34:04,C1520,Checking,Wire Transfer,5843.71,BP Australia,Singapore,Company_7596,ATM
T00642,2025-10-07,02:52:17,C1353,Savings,Wire Transfer,18327.67,Uber,United Kingdom,Person_8583,ATM
T00429,2025-03-18,11:23:45,C5703,Investment,Crypto Purchase,12486.13,Microsoft Store,Singapore,Entity_2122,Branch
T00806,2025-07-11,22:51:15,C2322,Business,ATM Withdrawal,16380.05,Caltex,Singapore,Company_8217,Mobile App
T00499,2025-07-12,17:27:38,C6735,Investment,Wire Transfer,19860.93,Google Play,Singapore,Entity_4526,Mobile App
T00008,2025-10-12,05:02:45,C6472,Business,ATM Withdrawal,1457.47,Domain,UAE,Person_5360,ATM
T00016,2025-08-20,19:58:39,C8217,Checking,Online Payment,9190.73,JB Hi-Fi,Australia,Company_4696,Branch
T00866,2025-10-10,02:25:21,C7979,Business,ATM Withdrawal,20379.89,IKEA,UAE,Person_3743,Online
T00267,2025-03-16,05:51:08,C1365,Business,Wire Transfer,9770.97,David Jones,United States,Person_2764,Online
T00522,2025-05-23,15:51:50,C7482,Savings,Online Payment,15393.01,Uber,United Kingdom,Company_6571,Third Party
T00620,2025-09-16,03:27:37,C1843,Investment,Wire Transfer,14434.09,IKEA,China,Entity_1731,Third Party
T00334,2025-04-11,19:11:31,C3663,Savings,ATM Withdrawal,4107.29,Afterpay,United Kingdom,Company_1892,Online
T00435,2025-04-19,06:52:24,C9614,Savings,Wire Transfer,16165.64,Bunnings,Australia,Company_3357,Third Party
T00629,2025-05-04,09:40:07,C7708,Checking,Crypto Purchase,14353.69,ZipPay,United Kingdom,Entity_9186,Mobile App
T00064,2025-07-21,14:17:16,C1779,Savings,ATM Withdrawal,9816.39,W00lw0rths Services,UAE,Company_8289,Third Party
T00538,2025-06-07,09:31:35,C6892,Checking,Online Payment,8337.05,Afterpay,Singapore,Entity_2238,ATM
T00733,2025-02-11,02:15:23,C9367,Business,Crypto Purchase,24908.58,PayPal,Singapore,Company_2013,Online
T00365,2025-02-10,11:44:55,C6931,Business,Online Payment,13820.08,JB Hi-Fi,United Kingdom,Company_6767,Online
T00265,2025-03-05,09:30:59,C9907,Checking,Crypto Purchase,9474.34,Uber,United States,Person_5789,Online
T00579,2025-08-30,18:10:08,C1189,Checking,ATM Withdrawal,17913.51,David Jones,Singapore,Person_8006,Mobile App
T00711,2025-03-06,23:04:04,C5764,Investment,Wire Transfer,2781.22,Domain,United Kingdom,Company_3791,Branch
T00912,2025-08-12,22:57:06,C6457,Checking,Cash Deposit,14844.12,NAB,Hong Kong,Company_5659,ATM
T00406,2025-07-23,20:22:40,C7572,Business,Online Payment,21845.79,ALDI,United Kingdom,Company_3152,ATM
T00044,2025-03-24,11:37:10,C6518,Investment,Wire Transfer,13590.27,IAG Insurance,Australia,Person_7752,Mobile App
T00822,2025-07-30,07:24:24,C2995,Investment,Crypto Purchase,19284.5,Telstra,United Kingdom,Person_4090,Mobile App
T00211,2025-07-08,06:12:41,C8362,Investment,Cash Deposit,6293.56,Target,Hong Kong,Person_7373,Third Party
T00487,2025-01-07,11:03:39,C7110,Investment,Online Payment,17090.4,Uber,UAE,Person_7354,ATM
T00350,2025-10-09,22:46:36,C9331,Checking,Crypto Purchase,17308.27,IKEA,United States,Company_8178,Third Party
T00431,2025-02-11,00:16:45,C3332,Savings,Crypto Purchase,14691.69,Kmart,United States,Company_7576,Online
T00712,2025-10-03,23:26:05,C2140,Savings,ATM Withdrawal,17007.2,Aldi Australia,Hong Kong,Person_6015,ATM
T00478,2025-02-17,20:01:52,C2061,Investment,Cash Deposit,18540.96,Telstra,Australia,Entity_7635,Third Party
T00250,2025-08-14,20:55:35,C1478,Business,Crypto Purchase,20370.99,Amazon,Hong Kong,Person_6002,Online
T00476,2025-03-28,04:46:43,C2902,Business,ATM Withdrawal,23461.59,Microsoft Store,Singapore,Person_8015,Mobile App
T00374,2025-06-10,01:44:47,C9070,Checking,Crypto Purchase,15934.28,Harvey Norman,Australia,Company_1974,Branch
T00622,2025-01-10,18:31:25,C7775,Checking,Crypto Purchase,16302.94,BP Australia,United Kingdom,Company_4104,Third Party
T00597,2025-03-15,01:02:32,C8302,Investment,Cash Deposit,16090.99,eBay,Australia,Company_1515,Online
T00612,2025-02-08,10:59:00,C9467,Checking,ATM Withdrawal,13563.77,Woolworths,Australia,Person_4458,Branch
T00880,2025-04-18,06:50:37,C7376,Checking,Cash Deposit,570.49,ZipPay,United Kingdom,Entity_3231,Branch
T00159,2025-07-19,07:18:49,C9731,Business,Crypto Purchase,1137.91,Caltex,Hong Kong,Entity_1056,Mobile App
T00567,2025-01-26,00:59:49,C2731,Savings,Cash Deposit,14142.79,Coles,Singapore,Person_4111,Branch
T00657,2025-08-09,21:43:22,C4655,Checking,Crypto Purchase,7899.18,Seek,United States,Entity_2175,Online
T00921,2025-09-09,17:28:26,C9377,Investment,Cash Deposit,8305.69,Myer,United Kingdom,Entity_8495,Mobile App
T00900,2025-08-10,01:21:03,C2482,Investment,Cash Deposit,5306.02,Apple Store,UAE,Entity_5829,Mobile App
T00852,2025-03-24,06:14:59,C2785,Savings,Cash Deposit,878.42,Kmart,Hong Kong,Company_2922,ATM
T00107,2025-07-30,20:38:10,C6561,Savings,ATM Withdrawal,9226.19,Coles,United States,Entity_7801,Mobile App
T00807,2025-05-17,21:38:29,C3376,Business,Wire Transfer,21707.96,David Jones,United Kingdom,Person_6496,Third Party
T00601,2025-09-21,18:48:01,C6533,Investment,Online Payment,9108.33,JB Hi-Fi,Singapore,Person_6056,Third Party
T00060,2025-09-03,00:36:31,C9475,Savings,Cash Deposit,11831.76,Microsoft Store,Singapore,Company_6416,ATM
T00991,2025-08-13,06:08:04,C3920,Savings,Online Payment,9525.66,BP Australia,China,Company_2029,ATM
T00811,2025-03-12,19:51:53,C8758,Savings,Cash Deposit,24114.79,Google Play,United Kingdom,Person_9463,Branch
T00668,2025-01-26,03:36:54,C7838,Checking,Wire Transfer,9430.9,Qantass Travel,Singapore,Entity_5939,Mobile App
T00962,2025-06-13,06:04:13,C9335,Business,Crypto Purchase,808.16,Microsoft Store,Australia,Company_1004,Branch
T00447,2025-06-12,02:55:22,C7704,Savings,ATM Withdrawal,2845.37,BP Australia,Singapore,Entity_2130,Mobile App
T00408,2025-04-30,16:25:32,C2400,Savings,Crypto Purchase,21714.11,Woolworths,United States,Company_1630,Online
T00182,2025-07-25,01:37:27,C7155,Investment,Wire Transfer,12807.99,Coles,Singapore,Person_6188,Online
T00789,2025-08-05,11:57:28,C4619,Savings,ATM Withdrawal,1495.12,Optus,China,Entity_2388,Branch
T00386,2025-06-03,21:47:23,C5365,Checking,Online Payment,15853.35,Qantas,United States,Person_3181,Branch
T00323,2025-03-03,01:41:05,C5662,Investment,ATM Withdrawal,9258.26,UAE Trade Co,Hong Kong,Entity_5756,Mobile App
T00548,2025-03-19,14:12:10,C6529,Checking,Online Payment,22965.45,Microsoft Store,Australia,Person_7596,Branch
T00972,2025-08-02,16:16:29,C7419,Checking,Wire Transfer,2307.52,Qantas,Hong Kong,Entity_6914,ATM
T00721,2025-08-09,01:53:15,C1419,Investment,Online Payment,20953.75,Kmart,United States,Person_5976,Branch
T00983,2025-04-22,01:40:59,C5923,Business,ATM Withdrawal,9026.54,PayQuick Offshore,Hong Kong,Person_7483,ATM
T00687,2025-09-27,12:40:23,C6871,Investment,Crypto Purchase,20109.23,Officeworks,Australia,Person_5230,Online
T00609,2025-02-05,02:40:34,C6201,Business,Online Payment,22369.08,Coles,Hong Kong,Person_5059,Mobile App
T00502,2025-01-18,12:54:48,C9472,Business,Cash Deposit,24942.43,Microsoft Store,United States,Company_6900,ATM
T00333,2025-06-26,15:49:27,C2041,Savings,Wire Transfer,15089.41,Aldi Australia,Australia,Company_3711,Online
T00717,2025-03-25,21:24:04,C2360,Savings,Online Payment,78807.15,Global Gold Traders,China,Person_8726,Branch
T00710,2025-04-19,04:13:24,C9164,Business,Wire Transfer,24693.67,David Jones,China,Company_7290,Branch
T00173,2025-05-10,01:42:34,C6712,Checking,Cash Deposit,15394.43,IKEA,Australia,Company_5861,Third Party
T00049,2025-08-07,12:40:45,C5568,Savings,Wire Transfer,401.29,Caltex,UAE,Person_4906,Mobile App
T00778,2025-01-05,07:07:22,C5360,Investment,Online Payment,19507.14,Afterpay,Singapore,Person_4984,Online
T00116,2025-07-20,16:37:30,C4852,Business,ATM Withdrawal,8749.22,Officeworks,Singapore,Person_7439,Online
T00220,2025-07-21,17:14:07,C9128,Investment,Online Payment,2946.01,PayPal,Hong Kong,Person_8638,Third Party
T00724,2025-08-13,02:14:21,C9306,Investment,Online Payment,9937.09,Qantass Travel,Hong Kong,Company_5960,Online
T00292,2025-05-17,18:24:01,C2418,Business,ATM Withdrawal,9061.74,MerchantServices Ltd,Hong Kong,Company_4932,Third Party
T00360,2025-02-22,15:54:21,C6800,Checking,ATM Withdrawal,1220.07,Seek,Hong Kong,Person_5249,Online
T00860,2025-06-20,09:19:44,C8498,Checking,ATM Withdrawal,838.07,Amazon,China,Person_7631,ATM
T00693,2025-08-26,06:29:59,C5878,Business,Wire Transfer,24759.02,Aldi Australia,United Kingdom,Entity_4790,Mobile App
T00705,2025-01-03,00:20:37,C6210,Checking,Crypto Purchase,133.49,ANZ,Australia,Company_8245,Online
T00795,2025-02-26,20:49:31,C2368,Investment,Cash Deposit,1687.37,Bunnings,United Kingdom,Entity_8318,Branch
T00695,2025-07-09,00:51:22,C1773,Checking,Cash Deposit,9629.9,Telstra,United Kingdom,Person_8399,Branch
T00136,2025-01-26,23:48:01,C7779,Checking,Crypto Purchase,16741.26,Caltex,Australia,Company_8238,ATM
T00224,2025-09-07,19:50:54,C6338,Savings,Online Payment,2490.96,Target,China,Person_1599,ATM
T00855,2025-01-10,21:02:43,C6025,Checking,Cash Deposit,5061.43,ALDI,United States,Entity_3396,ATM
T00437,2025-01-13,17:29:12,C1778,Investment,Cash Deposit,24663.56,David Jones,UAE,Entity_9915,Online
T00146,2025-08-22,12:53:54,C8790,Checking,Cash Deposit,21238.12,Seek,Hong Kong,Company_4799,Online
T00232,2025-02-03,15:24:00,C3931,Checking,Cash Deposit,21419.42,NAB,United Kingdom,Company_7943,Third Party
T00057,2025-02-05,15:19:53,C5237,Business,Online Payment,16737.59,Harvey Norman,Singapore,Person_5021,Online
T00030,2025-09-23,00:25:43,C5904,Business,ATM Withdrawal,6506.56,Telstra,Singapore,Entity_1759,Mobile App
T00942,2025-05-21,11:50:25,C5863,Checking,ATM Withdrawal,24666.42,Aldi Australia,United Kingdom,Person_3650,Mobile App
T00564,2025-05-02,03:30:18,C7336,Checking,Online Payment,8767.21,Google Play,Hong Kong,Company_7986,ATM
T00948,2025-06-12,21:19:24,C2108,Checking,Crypto Purchase,16688.26,Woolworths,Australia,Company_6823,Online
T00466,2025-08-13,02:03:45,C9119,Business,Wire Transfer,13745.6,IAG Insurance,Hong Kong,Person_1680,Branch
T00809,2025-08-27,01:13:53,C1549,Savings,ATM Withdrawal,18295.19,Optus,Singapore,Person_3893,Branch
T00472,2025-08-29,16:22:10,C6835,Savings,Crypto Purchase,8754.26,Woolworths,Australia,Company_8746,Branch
T00999,2025-04-21,16:10:54,C1081,Checking,Crypto Purchase,20333.99,Coles Express,Singapore,Company_3558,Branch
T00233,2025-02-04,09:13:31,C6298,Business,Crypto Purchase,17114.9,Amazon,China,Entity_3014,Mobile App
T00990,2025-06-28,10:06:34,C1964,Investment,Cash Deposit,18995.64,Caltex,UAE,Company_5811,Branch
T00364,2025-06-18,11:33:43,C8203,Investment,Cash Deposit,7729.04,Optus,Australia,Entity_4292,Branch
T00797,2025-04-24,14:41:42,C6421,Investment,Online Payment,20478.7,Harvey Norman,China,Entity_4270,Online
T00086,2025-07-08,11:02:18,C8704,Business,Crypto Purchase,223.46,Amazon,Hong Kong,Entity_6223,Third Party
T00441,2025-01-03,23:49:32,C7386,Savings,ATM Withdrawal,4059.0,Kmart,Australia,Entity_8002,Third Party
T00321,2025-04-29,19:23:19,C6812,Checking,ATM Withdrawal,18440.66,Target,UAE,Person_2785,Mobile App
T00540,2025-10-14,22:30:36,C3474,Savings,Online Payment,15216.97,Target,United Kingdom,Person_5565,Online
T00120,2025-07-20,20:02:10,C4421,Savings,ATM Withdrawal,16908.47,Aldi Australia,Australia,Company_2406,ATM
T00585,2025-02-23,19:57:22,C7864,Investment,ATM Withdrawal,22192.14,Commonwealth Bank,United States,Company_6006,ATM
T00156,2025-02-23,10:50:04,C3346,Business,Crypto Purchase,4921.31,Coles Express,United Kingdom,Person_1929,Branch
T00970,2025-08-24,15:33:09,C1672,Checking,Cash Deposit,21667.64,Uber,China,Entity_7873,Third Party
T00982,2025-02-05,06:15:14,C1999,Checking,ATM Withdrawal,15773.71,IAG Insurance,China,Entity_8048,Mobile App
T00144,2025-04-05,21:49:43,C6400,Savings,ATM Withdrawal,8168.72,Coles,UAE,Company_6941,Online
T00380,2025-06-16,23:17:23,C8464,Investment,Crypto Purchase,23740.54,Coles Express,China,Entity_1745,ATM
T00851,2025-03-08,04:40:07,C9238,Savings,Cash Deposit,22069.21,David Jones,Australia,Entity_1294,Branch
T00117,2025-08-25,18:49:05,C1177,Business,Wire Transfer,218246.76,MerchantServices Ltd,UAE,Person_1616,Branch
T00859,2025-01-02,06:39:33,C8226,Savings,Online Payment,3149.29,Qantas,China,Entity_9684,Third Party
T00557,2025-08-30,00:38:29,C3718,Checking,Cash Deposit,24389.76,JB Hi-Fi,UAE,Entity_1187,Branch
T00588,2025-06-24,01:22:21,C9612,Investment,Wire Transfer,18070.56,Kmart,China,Company_9963,Branch
T00253,2025-05-28,01:57:52,C4398,Business,Cash Deposit,23419.37,Qantas,Singapore,Person_7461,ATM
T00251,2025-09-30,07:36:15,C6302,Investment,Wire Transfer,12426.13,Domain,United States,Company_7893,Mobile App
T00653,2025-02-26,08:24:51,C4250,Investment,Cash Deposit,1944.54,IKEA,Singapore,Company_2107,Online
T00171,2025-08-05,17:16:05,C1998,Business,Cash Deposit,17415.94,Woolworths,Australia,Company_6198,Mobile App
T00427,2025-08-12,09:03:00,C5846,Checking,Online Payment,14860.13,IAG Insurance,United States,Company_7731,Third Party
T00062,2025-05-09,16:45:26,C9995,Checking,Wire Transfer,19031.59,JB Hi-Fi,Hong Kong,Company_9734,Mobile App
T00241,2025-03-06,04:39:58,C4889,Savings,ATM Withdrawal,15667.19,Google Play,United States,Person_2155,Branch
T00800,2025-01-12,13:34:06,C3444,Business,Cash Deposit,24928.26,ALDI,United Kingdom,Entity_3316,Mobile App
T00678,2025-02-05,23:40:25,C3728,Business,Cash Deposit,21557.96,Seek,Singapore,Person_4282,ATM
T00103,2025-06-01,13:58:07,C8052,Investment,Crypto Purchase,11222.19,Google Play,Australia,Entity_3801,Mobile App
T00422,2025-08-19,10:35:27,C5242,Checking,Cash Deposit,18448.26,Afterpay,UAE,Person_5859,Branch
T00529,2025-05-05,13:51:02,C3555,Savings,Crypto Purchase,17695.6,Myer,Australia,Entity_8117,ATM
T00648,2025-05-20,08:06:33,C3335,Business,Crypto Purchase,19284.26,Domain,United States,Company_2733,Mobile App
T00305,2025-07-23,00:49:35,C5536,Savings,Crypto Purchase,18618.08,Officeworks,China,Entity_2764,Mobile App
T00819,2025-01-12,08:10:35,C6890,Checking,Cash Deposit,13603.66,Google Play,United States,Person_6137,Third Party
T00747,2025-06-10,21:49:45,C6336,Savings,Cash Deposit,17408.07,ALDI,Hong Kong,Company_7394,ATM
T00269,2025-06-29,18:43:52,C4408,Savings,Cash Deposit,1384.46,Target,Australia,Person_6297,Branch
T00071,2025-10-12,15:36:42,C1763,Savings,Cash Deposit,15130.21,Bunnings,China,Company_3870,ATM
T00718,2025-10-01,13:22:27,C2101,Investment,Online Payment,9945.71,Westpack Banking Co,Singapore,Person_5084,Online
T00282,2025-03-26,01:01:13,C7862,Savings,Cash Deposit,18439.04,eBay,Hong Kong,Person_8516,Mobile App
T00344,2025-02-24,11:28:22,C3186,Business,Crypto Purchase,18751.98,PayPal,Hong Kong,Entity_1892,Mobile App
T00731,2025-06-30,19:23:51,C6477,Investment,Online Payment,6542.82,Commonwealth Bank,Singapore,Entity_5627,Mobile App
T00955,2025-03-13,00:29:31,C7458,Savings,Wire Transfer,5902.3,Telstra,Hong Kong,Company_7631,Branch
T00448,2025-03-24,15:44:00,C8539,Business,Crypto Purchase,14421.16,Harvey Norman,Singapore,Person_4354,Third Party
T00926,2025-02-11,21:12:22,C2235,Savings,ATM Withdrawal,4217.7,Qantas,China,Person_3372,Branch
T00320,2025-05-06,19:00:45,C3716,Investment,Online Payment,14628.64,JB Hi-Fi,Hong Kong,Entity_3604,Mobile App
T00831,2025-05-13,09:50:41,C5347,Business,Crypto Purchase,5053.09,Westpac,United States,Company_2695,ATM
T00952,2025-07-23,18:32:10,C6864,Investment,ATM Withdrawal,16852.14,Apple Store,China,Company_3665,Online
T00048,2025-06-02,23:50:15,C2499,Business,Wire Transfer,5007.96,Microsoft Store,Australia,Entity_9379,Branch
T00562,2025-01-07,09:02:08,C4365,Investment,Cash Deposit,9963.09,Woolworths,UAE,Person_3721,Mobile App
T00840,2025-09-01,19:20:49,C5199,Business,ATM Withdrawal,17389.8,Bunnings,UAE,Entity_1417,Branch
T00432,2025-05-26,19:44:16,C9176,Investment,Online Payment,14684.06,Myer,UAE,Person_5469,Mobile App
T00093,2025-01-11,22:14:40,C5355,Savings,Online Payment,1669.06,BP Australia,United States,Company_3814,Mobile App
T00841,2025-09-25,08:23:06,C3863,Investment,Online Payment,23818.58,Uber,United States,Entity_3134,Branch
T00686,2025-01-04,10:23:04,C9084,Savings,Crypto Purchase,1680.64,PayPal,Singapore,Company_4282,ATM
T00708,2025-05-19,17:42:55,C2789,Business,ATM Withdrawal,5878.51,Caltex,China,Person_8322,Mobile App
T00584,2025-02-26,03:28:21,C4509,Investment,Wire Transfer,20007.91,Kmart,United States,Entity_5312,Online
T00354,2025-01-30,17:31:05,C4223,Investment,Cash Deposit,18939.18,Coles Express,Singapore,Company_2198,ATM
T00434,2025-08-22,01:02:13,C3633,Investment,ATM Withdrawal,8469.3,Target,Hong Kong,Company_7687,Online
T00665,2025-09-02,17:25:07,C9918,Checking,Wire Transfer,9365.8,Global Gold Traders,Hong Kong,Company_9638,ATM
T00946,2025-02-15,14:15:29,C7254,Savings,Crypto Purchase,11395.76,Coles,Singapore,Company_8554,Mobile App
T00699,2025-09-08,01:36:32,C8542,Savings,ATM Withdrawal,988.04,Telstra,United Kingdom,Entity_7666,Online
T00424,2025-06-01,17:30:04,C1297,Checking,Crypto Purchase,21025.71,IKEA,China,Entity_5472,Online
T00330,2025-04-05,12:51:32,C3325,Business,Wire Transfer,24655.96,IKEA,China,Entity_6402,Online
T00195,2025-06-27,10:40:34,C3026,Investment,Online Payment,9299.79,UAE Trade Co,Singapore,Entity_4475,ATM
T00748,2025-05-14,03:29:13,C6242,Checking,Online Payment,12422.1,Uber,Hong Kong,Person_1353,Third Party
T00446,2025-04-26,08:39:19,C7565,Savings,Crypto Purchase,17439.19,BP Australia,Hong Kong,Company_3074,Third Party
T00749,2025-02-13,09:06:24,C6016,Business,Crypto Purchase,24054.94,Bunnings,Australia,Person_7095,Mobile App
T00932,2025-08-26,04:50:34,C8263,Investment,Online Payment,21713.37,Amazon,United States,Person_9169,Online
T00734,2025-06-28,13:33:49,C3748,Checking,Crypto Purchase,20405.04,Officeworks,United Kingdom,Entity_8158,ATM
T00655,2025-05-08,09:37:10,C1952,Business,Wire Transfer,24194.1,ANZ,Australia,Person_4853,Mobile App
T00072,2025-06-26,11:52:24,C1562,Investment,Wire Transfer,18901.0,Afterpay,Australia,Company_3201,Mobile App
T00152,2025-01-27,03:26:56,C6785,Checking,Cash Deposit,22306.56,Qantas,Hong Kong,Entity_5999,Mobile App
T00713,2025-05-19,11:02:53,C8071,Savings,Online Payment,23912.57,Optus,Hong Kong,Company_9594,ATM
T00901,2025-09-19,13:58:41,C9984,Investment,Cash Deposit,11672.03,ZipPay,Singapore,Entity_3260,Online
T00987,2025-03-09,14:10:10,C7088,Checking,Crypto Purchase,5720.38,Apple Store,UAE,Entity_2063,Third Party
T00986,2025-03-05,09:15:59,C8380,Savings,Cash Deposit,13664.89,Caltex,China,Entity_1746,ATM
T00979,2025-06-25,16:29:16,C8786,Savings,Crypto Purchase,20454.96,Microsoft Store,United Kingdom,Person_9590,ATM
T00631,2025-09-09,21:30:21,C6143,Investment,Crypto Purchase,71264.22,QuickCash Transfers,UAE,Entity_2383,Mobile App
T00697,2025-02-24,16:19:03,C2938,Investment,ATM Withdrawal,286.66,Coles Express,Hong Kong,Entity_2412,Branch
T00611,2025-03-03,13:08:09,C7029,Savings,Crypto Purchase,12835.82,ANZ,UAE,Entity_1910,Third Party
